company	Year	FCFF	TotalDebt	Revenues	NetCapExp	EBITDA	TaxRate	NetIncome
SIMONA AG	2006	2.1121096	2.216	20.26	-3.326	2.102	0.09674	-1.772
SIMONA AG	2007	-0.8333484	4.026	52.45	2.314	4.972	-0.29986	6.568
SIPEF NV	2003	4.9636832	6.02	-11.596	-1.458	-1.066	0.02632	-3.008
SIPEF NV	2004	-2.2937148	16.1	1.154	-3.298	2.284	0.06712	-2.888
SIPEF NV	2005	-2.2937148	16.1	13.234	-3.298	2.284	0.06712	-2.888
SIPEF NV	2006	-4.9388428	-26.4	-6.536	4.392	-8.036	-0.04068	1.982
SIPEF NV	2007	4.5625892	-11.82	3.744	3.662	4.534	-0.11988	6.802
SIRTI SPA	2003	68.972687	2.282	183.108	7.076	-5.546	0.14064	-11.512
SIRTI SPA	2004	9.939209	-53.078	8.438	-1.394	8.984	-0.04496	1.318
SIRTI SPA	2005	-29.090992	-22.288	-114.492	-2.494	-7.546	0.13624	-10.042
SIRTI SPA	2006	-30.098566	-43.498	-57.502	-0.244	-1.506	-0.16166	14.268
SIRTI SPA	2007	-19.722338	116.582	-19.552	-2.944	5.614	-0.07026	5.968
SIXT AG	2003	-224.721244	-119.822	321.714	236.552	-68.402	-0.01168	-21.63
SIXT AG	2004	-436.336354	-98.852	324.714	412.182	-15.042	0.03222	-18.62
SIXT AG	2005	102.551479	-8.092	380.134	-206.148	-24.432	0.05252	-15.11
SIXT AG	2006	168.538269	65.478	-566.996	-212.648	27.758	-0.04148	18.73
SIXT AG	2007	389.96785	161.288	-459.566	-229.938	80.118	-0.03158	36.63
SJAELSO GRUPPEN	2003	-69.8403044	-394.942	-720.2	-1.922	-115.858	0.01236	-125.4
SJAELSO GRUPPEN	2004	-148.2432414	-976.842	-1128.37	7.888	-219.238	0.02466	-130.59
SJAELSO GRUPPEN	2005	-30.4522524	-1132.092	-1514.51	3.438	-280.748	0.00766	-105.86
SJAELSO GRUPPEN	2006	249.5268186	262.038	506.89	-6.042	203.632	-0.03194	110.16
SJAELSO GRUPPEN	2007	-0.9910204	2241.838	2856.19	-3.362	412.212	-0.01274	251.69
SKISTAR AB	2003	-42.750703	-298.97	-134.024	-81.032	-31.546	0.2184	-83.756
SKISTAR AB	2004	76.568501	-256.11	-103.084	6.188	-28.216	-0.0892	107.914
SKISTAR AB	2005	16.547057	-237.91	-116.024	0.048	1.364	-0.0358	-33.606
SKISTAR AB	2006	126.829395	85.05	187.456	-137.962	-15.156	-0.0042	38.924
SKISTAR AB	2007	-177.19425	707.94	165.676	212.758	73.554	-0.0892	-29.476
SKJERN BANK	2003	-35.6875856	-351.036	-64.764	8.526	-36.834	0.05284	-27.16
SKJERN BANK	2004	21.1864964	-311.876	-1.604	-13.354	15.426	-0.07676	7.79
SKJERN BANK	2005	-10.4975036	-284.056	-20.954	3.956	-9.044	0.00584	-6.67
SKJERN BANK	2006	-2.7555586	-221.676	0.886	9.946	-0.084	0.02774	7.2
SKJERN BANK	2007	27.7541514	1168.644	86.436	-9.074	30.536	-0.00966	18.84
SKYEPHARMA PLC	2003	-13.668	-27.798	11.732	-1.852	9.296	0.1344	15.172224
SKYEPHARMA PLC	2004	5.632	-28.008	-4.688	-1.422	-10.884	-0.0336	-7.733056
SKYEPHARMA PLC	2005	-5.148	-13.438	4.332	-0.362	2.516	-0.0336	4.686944
SKYEPHARMA PLC	2006	-3.158	71.872	3.462	1.818	-1.614	-0.0336	-11.613056
SKYEPHARMA PLC	2007	16.342	-2.628	-14.838	1.818	0.686	-0.0336	-0.513056
SMG PLC	2003	36.02618	176.1	73.38	3.84	29.7	-0.23724	38.64
SMG PLC	2004	-11.18854	29.9	-16.82	4.14	8.8	0.66756	20.74
SMG PLC	2005	26.76184	-59.8	-3.82	-15.76	23.5	-0.18984	3.94
SMG PLC	2006	10.14986	-73.2	4.98	2.44	10.8	-0.00324	3.84
SMG PLC	2007	-61.74934	-73	-57.72	5.34	-72.8	-0.23724	-67.16
SMURFIT SISA	2003	-41.5657498	-0.792	11.48	-0.072	-51.992	-0.4665	-27.1564224
SMURFIT SISA	2004	-14.6499338	0.888	2.8	-3.082	-32.462	0.2959	-26.1664224
SMURFIT SISA	2005	127.1717902	-0.792	-0.02	6.068	173.318	-0.1917	102.7856896
SMURFIT SISA	2006	-26.2940138	-0.792	-8.3	-6.232	-44.942	-0.1089	-21.6964224
SMURFIT SISA	2007	-44.6620928	1.488	-5.96	3.318	-43.922	0.4712	-27.7664224
SNAI SPA	2003	19.6969002	-54.356	-100.79	0.56	-23.776	-0.23674	-21.45
SNAI SPA	2004	31.8578882	-62.046	-117.78	3.09	-4.356	-0.08134	7.2
SNAI SPA	2005	33.0630532	-68.176	-116.51	1.87	-1.736	-0.20844	6.41
SNAI SPA	2006	21.7543302	-68.726	-105.71	8.53	-5.956	-0.23674	9.11
SNAI SPA	2007	-106.3721718	253.304	440.79	-14.05	35.824	0.76326	-1.27
SNAM RETE GAS	2003	244.345	-383.2	-22	-180.2	-138.6	-0.0571	-63.8
SNAM RETE GAS	2004	96.2739	-813.2	-11	-80.2	7.4	-0.0404	50.2
SNAM RETE GAS	2005	-137.1025	-1053.2	11	13.8	62.4	0.0261	31.2
SNAM RETE GAS	2006	-151.4757	906.8	31	141.8	55.4	0.0376	29.2
SNAM RETE GAS	2007	-52.0407	1342.8	-9	104.8	13.4	0.0338	-46.8
SNIA SPA	2003	97.308696	107.986	462.6	-11.206	73.704	0.43214	67.7500632
SNIA SPA	2004	-0.274674	218.036	425.7	-17.226	48.794	-0.11236	-8.6299368
SNIA SPA	2005	32.095326	-118.994	-296.81	4.134	-36.646	-0.11236	-15.3699368
SNIA SPA	2006	-87.134674	-101.114	-294.6	9.624	-59.036	-0.09506	-42.1102528
SNIA SPA	2007	-41.994674	-105.914	-296.89	14.674	-26.816	-0.11236	-1.6399368
SOCFINAL	2003	-7.0966368	33.562	-56.736	4.23	-26.336	-0.16702	4.7511466
SOCFINAL	2004	-7.0966368	33.562	-56.736	4.23	-26.336	-0.16702	4.7511466
SOCFINAL	2005	6.9398342	-20.638	54.894	4.23	12.144	0.10188	18.7876176
SOCFINAL	2006	15.0687432	-20.638	23.694	-24.45	9.634	0.10188	-16.4199554
SOCFINAL	2007	-7.8153038	-25.848	34.884	11.76	30.894	0.13028	-11.8699554
SOCOTHERM SPA	2003	6.716156	-69.724	-49.228	-1.11	5.444	0.1488	5.0468402
SOCOTHERM SPA	2004	-3.292004	-68.964	-28.358	15.44	4.724	-0.0197	4.6068402
SOCOTHERM SPA	2005	24.994976	-38.294	-59.328	-20.73	-6.916	-0.0716	-2.4631598
SOCOTHERM SPA	2006	-10.074704	52.746	62.172	-20.79	9.664	0.0688	7.5368402
SOCOTHERM SPA	2007	-18.344424	124.236	74.742	27.19	-12.916	-0.1263	-14.7273608
SOFINA	2003	-368.8622458	-0.016	-373.942	-2.13	-370.332	-0.00094	-370.614
SOFINA	2004	78.2776402	1.004	78.458	-2.13	75.938	-0.00094	75.656
SOFINA	2005	78.2776402	1.004	78.458	-2.13	75.938	-0.00094	75.656
SOFINA	2006	68.9492242	-0.996	74.118	6.85	73.818	-0.00094	75.736
SOFINA	2007	143.3577412	-0.996	142.908	-0.46	144.638	0.00376	143.566
SOFRAGI	2003	-2.714	0.008	-3.054	0	-2.714	0	-2.714
SOFRAGI	2004	-2.534	-0.002	-2.464	0	-2.534	0	-2.534
SOFRAGI	2005	-2.534	-0.002	-2.464	0	-2.534	0	-2.534
SOFRAGI	2006	-2.534	-0.002	-2.464	0	-2.534	0	-2.534
SOFRAGI	2007	10.316	-0.002	10.446	0	10.316	0	10.316
SOGECABLE	2003	19.0668162	-608.348	-369.904	39.648	-74.148	0.20728	49.4491096
SOGECABLE	2004	-234.4131838	277.542	-176.494	-70.402	-109.168	0.02178	-92.4312844
SOGECABLE	2005	40.9468162	337.072	68.556	-100.272	43.912	0.00498	-47.0550334
SOGECABLE	2006	187.4081192	6.012	168.826	58.068	127.102	-0.21822	69.9597816
SOGECABLE	2007	-13.0085678	-12.278	309.016	72.958	12.302	-0.01582	20.0774266
SOGEFI	2003	-9.4332372	75.894	-57.616	-1.222	-11.268	0.1082	-13.558
SOGEFI	2004	-29.4726372	14.594	-60.856	15.968	-9.108	0.0397	-8.588
SOGEFI	2005	18.4015258	0.614	2.924	-31.762	0.052	0.0403	0.852
SOGEFI	2006	7.7900118	-22.416	60.194	6.698	9.622	-0.0801	7.592
SOGEFI	2007	12.7143368	-68.686	55.354	10.318	10.702	-0.1081	13.702
SOL SPA	2003	-12.5074526	-8.326	-58.054	-0.142	-10.41	-0.07034	-0.7
SOL SPA	2004	16.6991344	-12.136	-26.714	-14.822	-4.32	0.05336	-1.03
SOL SPA	2005	1.4617734	-8.706	-4.414	5.828	-0.54	0.02676	0.27
SOL SPA	2006	-7.0722366	7.494	20.826	11.948	2.11	0.00256	1.08
SOL SPA	2007	1.4187814	21.674	68.356	-2.812	13.16	-0.01234	0.38
SOLARWORLD AG	2003	-36.4086392	-17.93	-146.806	36.41	-57.984	-0.21444	-41.1390132
SOLARWORLD AG	2004	26.6964548	7.04	-157.226	-26.22	-56.134	0.10866	-43.4401092
SOLARWORLD AG	2005	90.7024268	-29.38	-55.776	-26.5	-18.614	0.05736	-20.1369592
SOLARWORLD AG	2006	45.0487428	-26.83	100.264	-4.69	38.746	0.07776	12.3930408
SOLARWORLD AG	2007	-126.0389852	67.1	259.544	21	93.986	-0.02934	92.3230408
SOLVANG ASA	2003	4.5443232	-4.814	-1.296	-0.116	-5.114	-0.14328	-69.87
SOLVANG ASA	2004	0.6662102	4.716	-2.136	-0.446	-7.764	0.19352	-42.1
SOLVANG ASA	2005	2.0763262	-4.814	0.034	-0.326	-7.364	-0.04528	23.23
SOLVANG ASA	2006	19.1560102	2.456	0.944	0.444	28.946	-0.00248	44.37
SOLVANG ASA	2007	-26.4428698	2.456	2.454	0.444	-8.704	-0.00248	44.37
SONAECOM SGPS SA	2003	-46.4067968	65.282	-45.36	1.26	-77.898	-0.21954	-75.8094304
SONAECOM SGPS SA	2004	83.8454492	33.192	-0.27	-5.22	0.892	-0.33914	14.3648576
SONAECOM SGPS SA	2005	80.7319332	-136.078	42.15	8.96	55.982	-0.02064	31.7948576
SONAECOM SGPS SA	2006	60.8029632	17.332	5.45	-1.24	12.232	-0.08154	15.9048576
SONAECOM SGPS SA	2007	-178.9735488	20.272	-1.97	-3.76	8.792	0.66086	13.7448576
SOPRA GROUP	2003	-10.30427	-47.324	-136.702	-1.246	-11.856	0.0236	-8.41
SOPRA GROUP	2004	-19.183956	-43.794	-142.812	-4.246	-17.086	0.1106	-13.89
SOPRA GROUP	2005	-3.326616	-20.094	-38.912	6.854	-9.986	-0.0652	-3.99
SOPRA GROUP	2006	9.958448	72.386	88.868	-2.036	10.164	-0.0387	8.67
SOPRA GROUP	2007	22.856394	38.826	229.558	0.674	28.764	-0.0303	17.62
SORIN SPA	2003	8.383312	-49.892	-72.306	-3.164	14.174	-0.07896	10.5191248
SORIN SPA	2004	8.383312	-49.892	41.274	-3.164	14.174	-0.07896	10.5191248
SORIN SPA	2005	-3.911216	44.638	-25.246	-4.064	-16.686	-0.14616	-22.7564992
SORIN SPA	2006	0.459028	45.758	8.774	3.136	-13.006	-0.15656	2.6191248
SORIN SPA	2007	-13.314436	9.388	47.504	7.256	1.344	0.46064	-0.9008752
SPADEL SA	2003	2.327298	-4.788	-0.478	-3.836	-2.654	0.05368	-3.862
SPADEL SA	2004	-2.503557	-5.018	18.602	5.244	0.866	-0.04442	3.348
SPADEL SA	2005	-2.503557	-5.018	18.602	5.244	0.866	-0.04442	3.348
SPADEL SA	2006	-1.977754	10.032	-24.158	0.514	-1.934	0.02148	-4.822
SPADEL SA	2007	4.65757	4.792	-12.568	-7.166	2.856	0.01368	1.988
SPAREBANKEN OST	2003	231.3086106	-2236.102	363.694	30.218	-79.652	-0.02994	-51.682
SPAREBANKEN OST	2004	392.1429436	-2559.932	276.994	-45.152	87.178	-0.00644	34.248
SPAREBANKEN OST	2005	378.3791166	662.898	-43.676	11.138	100.858	-0.01964	88.568
SPAREBANKEN OST	2006	262.3914666	1504.418	-662.996	13.318	-116.482	0.05106	-70.492
SPAREBANKEN OST	2007	-1264.2221374	2628.718	65.984	-9.522	8.098	0.00496	-0.642
SPAREBANKEN VEST	2003	173.06772	-7187.4	330.4	-124.6	-176.8	0.02864	-279.2
SPAREBANKEN VEST	2004	218.00422	-2664.4	68.4	-46.6	-62.8	-0.00276	-69.2
SPAREBANKEN VEST	2005	191.98982	415.6	-494.6	11.4	-15.8	0.06664	-37.2
SPAREBANKEN VEST	2006	-395.02518	4055.6	-256.6	119.4	8.2	-0.04016	128.8
SPAREBANKEN VEST	2007	-188.03658	5380.6	352.4	40.4	247.2	-0.05236	256.8
SPARFLEX	2003	0	0	0	0	0	0	0
SPARFLEX	2004	0	0	0	0	0	0	0
SPARFLEX	2005	0	0	0	0	0	0	0
SPARFLEX	2006	0	0	0	0	0	0	0
SPARFLEX	2007	0	0	0	0	0	0	0
SPECTRIS PLC	2003	-9.910452	34.96	-112.44	3	-14.66	0.03236	-5.64
SPECTRIS PLC	2004	-2.892332	15.66	-34.54	-4	-6.16	-0.02834	-0.24
SPECTRIS PLC	2005	-12.303312	13.86	11.66	-4.2	0.34	0.02246	4.56
SPECTRIS PLC	2006	8.940488	1.56	53.36	4.1	0.84	-0.00104	-12.44
SPECTRIS PLC	2007	16.165608	-66.04	81.96	1.1	19.64	-0.02544	13.76
SPEEDY HIRE PLC	2003	25.9602072	-48.172	-75.55	-33.716	-24.152	0.02156	-3.67
SPEEDY HIRE PLC	2004	-1.6671148	-33.292	-52.51	2.114	-16.982	-0.08034	-0.08
SPEEDY HIRE PLC	2005	-6.5903348	-12.312	-16.26	3.554	-4.842	0.01626	4.57
SPEEDY HIRE PLC	2006	-6.5366788	8.538	31.56	13.574	8.438	0.02346	-2.66
SPEEDY HIRE PLC	2007	-11.1660788	85.238	112.76	14.474	37.538	0.01906	1.84
SPONDA OYJ	2003	39.6663908	-391.956	56.112	16.276	59.08	-0.13824	34.54
SPONDA OYJ	2004	37.4763908	-265.816	-18.608	-49.144	-10.51	-0.13824	-13.58
SPONDA OYJ	2005	-2.5083532	-266.296	-11.668	-14.724	-8.49	0.04656	-10.48
SPONDA OYJ	2006	-12.7071692	-232.916	-22.068	-4.904	-20.14	0.10666	-14.64
SPONDA OYJ	2007	-61.9272592	1156.984	-3.768	52.496	-19.94	0.12326	4.16
SPORTECH PLC	2003	2.184272	14.16	-70.32	-1.58	2.32	-0.15604	1.604484
SPORTECH PLC	2004	-8.742808	5.36	-57.72	-3.08	-0.28	0.47436	-0.995516
SPORTECH PLC	2005	-8.742808	5.36	231.38	-3.08	-0.28	0.47436	-0.995516
SPORTECH PLC	2006	13.110992	-3.34	-190.42	3.02	-0.28	-0.43184	-1.917936
SPORTECH PLC	2007	2.190352	-21.54	87.08	4.72	-1.48	-0.36084	2.304484
SPORTINGBET PLC	2003	-25.5410342	-1.922	-68.96	-2.146	-33.446	-0.0064	-23.196
SPORTINGBET PLC	2004	-33.2973992	-3.342	212.64	-5.566	-33.006	0.0254	-26.166
SPORTINGBET PLC	2005	0.5223178	43.288	306.94	-1.036	6.124	0.0084	-26.166
SPORTINGBET PLC	2006	101.3769278	-19.012	-329.16	1.874	90.214	-0.0137	101.364
SPORTINGBET PLC	2007	-43.0608122	-19.012	-121.46	6.874	-29.886	-0.0137	-25.836
STALLERGENES	2003	3.6367824	2.722	-23.938	-4.67	-6.382	0.01864	-5.262
STALLERGENES	2004	0.1658074	-5.908	-13.118	-3.09	-4.492	0.02114	-2.632
STALLERGENES	2005	5.2984544	-11.188	-3.888	-2.84	-0.572	-0.01656	-0.152
STALLERGENES	2006	-1.8617406	6.262	13.222	2.94	4.578	-0.01186	3.468
STALLERGENES	2007	-7.2393036	8.112	27.722	7.66	6.868	-0.01136	4.578
STAR REEFERS INC	2003	-170.5645488	401.462	185.52	231.838	92.924	0.00532	7.458
STAR REEFERS INC	2004	37.3796352	342.212	112.55	-17.472	11.494	-0.00308	-7.772
STAR REEFERS INC	2005	39.0551952	76.562	643.33	-38.162	30.444	0.00042	39.188
STAR REEFERS INC	2006	32.7157752	-428.098	-482.92	-91.652	-86.696	0.00042	-32.062
STAR REEFERS INC	2007	61.4139432	-392.138	-458.48	-84.552	-48.166	-0.00308	-6.812
STEF-TFE	2003	18.4465226	-94.06	-199.34	-10.35	-31.474	0.03532	-9.75
STEF-TFE	2004	-12.5030834	-30.85	-101.21	-20.85	-20.894	0.02212	-5.66
STEF-TFE	2005	17.0067826	-57.5	-47.57	-18.12	-5.694	0.05582	-0.79
STEF-TFE	2006	-34.3377934	79.99	78.46	37.54	16.956	-0.04258	6.04
STEF-TFE	2007	11.3875716	102.42	269.66	11.78	41.106	-0.07068	10.16
STEFANEL SPA	2003	-59.063872	69.292	73.944	-4.222	1.728	0.33764	-0.314
STEFANEL SPA	2004	-59.063872	69.292	126.734	-4.222	1.728	0.33764	-0.314
STEFANEL SPA	2005	210.726393	-61.268	282.384	-14.002	10.858	-0.54366	-5.314
STEFANEL SPA	2006	-42.347944	-39.138	-254.906	11.468	-3.482	-0.24226	5.446
STEFANEL SPA	2007	-50.250705	-38.178	-228.156	10.978	-10.832	0.11064	0.496
STERN GROEP NV	2003	22.6348172	-68.418	-34.866	-23.544	-6.134	0.10468	0.242
STERN GROEP NV	2004	-0.9295768	-59.818	5.034	-14.904	-6.384	0.06678	0.642
STERN GROEP NV	2005	-8.3703408	-54.168	33.344	3.046	2.836	0.11578	-0.218
STERN GROEP NV	2006	-9.9526848	93.562	-57.376	26.866	2.166	-0.14362	-3.418
STERN GROEP NV	2007	-3.3822148	88.842	53.864	8.536	7.516	-0.14362	2.752
STOREBRAND ASA	2003	-5863.223648	-3282.02	-10893.16	-185.42	-4354.98	0.26588	-1963.365728
STOREBRAND ASA	2004	-2967.492898	-3628.02	-1919.86	-91.32	-1151.58	0.03478	-230.583568
STOREBRAND ASA	2005	-869.137398	299.88	4811.64	41.58	814.82	-0.09602	1337.916432
STOREBRAND ASA	2006	234.837592	2180.08	-2308.46	92.18	1936.22	-0.11312	379.916432
STOREBRAND ASA	2007	9465.016352	4430.08	10309.84	142.98	2755.52	-0.09152	476.116432
STORK NV	2003	160.1044964	42.032	200.172	-2.816	-20.02	0.20054	-57.5787592
STORK NV	2004	-5.1436856	46.642	67.692	4.924	0.32	-0.11956	-10.1328102
STORK NV	2005	-56.1972236	-6.098	-55.118	-1.476	4.15	0.03264	-6.6228102
STORK NV	2006	-28.8323986	-102.378	-60.748	4.484	28.8	0.08354	8.9871898
STORK NV	2007	-69.9311886	19.802	-151.998	-5.116	-13.25	-0.19716	65.3471898
STRABAG AG	2003	71.940378	1.634	84.412	-0.42	-25.146	-0.09062	-25.32
STRABAG AG	2004	-65.079622	46.464	143.882	5.48	-8.466	0.07518	-24.62
STRABAG AG	2005	-65.079622	46.464	143.882	5.48	-8.466	0.07518	-24.62
STRABAG AG	2006	-16.36177	-37.386	-464.858	-23.72	22.614	-0.06132	-9.69
STRABAG AG	2007	74.580636	-57.176	92.682	13.18	19.464	0.00158	84.25
STUDSVIK AB	2003	-2.6473316	-30.692	-101.688	-19.734	9.404	-0.3181	-16.8415624
STUDSVIK AB	2004	96.0492104	-11.792	9.852	-14.694	62.714	0.073	24.9184376
STUDSVIK AB	2005	-78.6209916	-36.532	-8.168	-17.464	-130.706	0.1145	-90.1337504
STUDSVIK AB	2006	-41.6821836	-37.592	-15.668	16.816	20.194	0.0583	54.1784376
STUDSVIK AB	2007	26.9012964	116.608	115.672	35.076	38.394	0.0723	27.8784376
SUED-CHEMIE AG	2003	-19.1768514	11.284	-107.72	17.016	-16.826	0.06764	-17.524
SUED-CHEMIE AG	2004	3.7763336	10.004	-100.29	-16.504	-11.876	0.01134	-13.044
SUED-CHEMIE AG	2005	-9.3861474	17.504	-1.13	-13.004	-0.666	-0.03036	-8.544
SUED-CHEMIE AG	2006	16.5353926	-35.896	69.77	2.096	8.334	-0.00786	21.156
SUED-CHEMIE AG	2007	8.2512726	-2.896	139.37	10.396	21.034	-0.04076	17.956
SUEDZUCKER AG	2003	-142.356532	-492.42	-595.56	-85.88	-156.1	0.02216	-52.52
SUEDZUCKER AG	2004	-151.563272	-522.62	-404.36	80.42	-182.6	0.08546	-57.32
SUEDZUCKER AG	2005	-418.808132	16.18	-152.76	267.22	-141.4	0.08456	-14.52
SUEDZUCKER AG	2006	-322.006832	465.48	367.14	177.72	-228	-0.05834	-69.72
SUEDZUCKER AG	2007	1034.734768	533.38	785.54	-439.48	708.1	-0.13384	194.08
SUESS MICROTEC	2003	-2.2624832	2.924	6.314	1.572	-8.968	0.33664	-3.2133488
SUESS MICROTEC	2004	-0.4024832	6.664	-28.596	-0.058	-10.148	0.04654	-7.9541098
SUESS MICROTEC	2005	-5.1524832	4.924	-8.336	0.632	-4.498	-0.14266	-4.9275138
SUESS MICROTEC	2006	2.8675168	-0.756	-3.666	-3.298	2.492	-0.14266	-2.8075138
SUESS MICROTEC	2007	4.9499328	-13.756	34.284	1.152	21.122	-0.09786	18.9024862
SUEZ SA	2003	-4424.085954	8546.08	3644.12	796.62	405.98	0.72612	-2060.55504
SUEZ SA	2004	4932.366146	695.58	-2823.68	-318.38	-188.42	-0.33938	-62.31124
SUEZ SA	2005	-303.561674	-5926.62	-1706.28	-715.38	-45.32	-0.07728	-129.11124
SUEZ SA	2006	-236.139514	2536.78	-957.68	109.02	-628.02	-0.13278	579.18876
SUEZ SA	2007	31.420996	-5851.82	1843.52	128.12	455.78	-0.17668	1672.78876
SUPEROFFICE ASA	2003	-35.2836684	-0.244	-53.164	-4.678	-55.646	-0.12736	-45.4177712
SUPEROFFICE ASA	2004	0.0052096	-0.244	-25.004	-2.588	0.514	0.02354	-0.9655572
SUPEROFFICE ASA	2005	14.3023576	-0.244	1.856	-2.498	18.574	0.06264	11.8144428
SUPEROFFICE ASA	2006	6.0602676	0.976	25.656	6.262	15.774	0.00414	18.7844428
SUPEROFFICE ASA	2007	14.9158336	-0.244	50.656	3.502	20.784	0.03704	15.7844428
SVOLDER AB-A	2003	-124.412	-46.34	-113.296	11.38	-124.22	0	-112.06
SVOLDER AB-A	2004	-61.882	-46.34	-50.756	11.37	-61.94	0	-49.78
SVOLDER AB-A	2005	90.038	12.26	102.104	11.34	89.9	0	102.06
SVOLDER AB-A	2006	-61.882	-46.34	-50.756	11.37	-61.94	0	-49.78
SVOLDER AB-A	2007	158.138	126.76	112.704	-45.46	158.2	0	109.56
SVOLDER AB-B	2003	-124.412	-46.34	-113.296	11.38	-124.22	0	-112.06
SVOLDER AB-B	2004	-61.882	-46.34	-50.756	11.37	-61.94	0	-49.78
SVOLDER AB-B	2005	90.038	12.26	102.104	11.34	89.9	0	102.06
SVOLDER AB-B	2006	-61.882	-46.34	-50.756	11.37	-61.94	0	-49.78
SVOLDER AB-B	2007	158.138	126.76	112.704	-45.46	158.2	0	109.56
SWEDISH MATCH AB	2003	-565.94614	113.4	461.4	280.2	-36.4	-0.0117	-361.8
SWEDISH MATCH AB	2004	-115.65384	-13.6	-145.6	66.2	-229.4	-0.0534	-222.8
SWEDISH MATCH AB	2005	-107.43494	-1865.6	-174.6	-265.8	-325.4	0.0934	47.2
SWEDISH MATCH AB	2006	182.37466	-1063.6	129.4	171.2	39.6	0.0242	-11.8
SWEDISH MATCH AB	2007	606.66026	2829.4	-270.6	-251.8	551.6	-0.0525	549.2
SWORD GROUP	2003	-6.4785742	-23.61	-48.786	-0.606	-8.368	-0.08206	-5.0691132
SWORD GROUP	2004	-5.2106672	-17.11	-26.686	2.754	-4.828	0.07444	-3.8391132
SWORD GROUP	2005	3.5640268	-20.26	-3.566	-0.896	-1.848	0.00624	-0.0635472
SWORD GROUP	2006	7.2065338	23.17	19.264	-0.566	3.622	0.01934	2.0708868
SWORD GROUP	2007	0.9186808	37.81	59.774	-0.686	11.422	-0.01796	6.9008868
SYNERGIE SA	2003	5.559457	4.558	-144.694	0.43	-7.692	0.01956	-5.732
SYNERGIE SA	2004	19.479758	-6.012	-96.114	-0.15	-3.312	-0.00384	-3.312
SYNERGIE SA	2005	-1.719594	-8.182	-8.584	-1.12	1.338	0.01096	-0.192
SYNERGIE SA	2006	-12.264617	7.508	55.326	-0.18	2.338	-0.00704	3.498
SYNERGIE SA	2007	-11.055004	2.128	194.066	1.02	7.328	-0.01964	5.738
SYZYGY AG	2003	0.4007368	0	-2.102	-0.254	-1.162	-0.01156	-1.852
SYZYGY AG	2004	-0.7356012	0	-1.582	-0.074	-0.092	0.00664	0.498
SYZYGY AG	2005	1.8280908	0	-0.672	0.116	0.178	0.00894	0.638
SYZYGY AG	2006	-1.4030232	0	0.368	0.396	0.378	-0.01566	0.708
SYZYGY AG	2007	-0.0902032	0	3.988	-0.184	0.698	0.01164	0.008
TAKKT AG	2003	7.242622	83.812	-7.654	-8.448	-8.32	0.00806	-14.446
TAKKT AG	2004	-6.802605	21.342	-77.504	-4.958	-13.81	0.03676	-14.526
TAKKT AG	2005	4.228054	-21.168	-63.774	-4.708	-6.63	-0.00474	-5.826
TAKKT AG	2006	-7.910925	-45.208	-18.164	10.882	3.56	-0.00384	11.424
TAKKT AG	2007	3.242854	-38.778	167.096	7.232	25.2	-0.03624	23.374
TAMFELT OYJ	2003	-8.6278432	-4.06	-9.936	6.536	-2.942	0.0117	-1.398
TAMFELT OYJ	2004	-1.1276272	2.2	-10.446	-7.454	-6.242	0.0161	-4.758
TAMFELT OYJ	2005	-1.9640832	4.44	-2.386	3.746	-2.522	-0.0216	-1.188
TAMFELT OYJ	2006	0.6878928	3.2	3.944	-2.224	3.588	0.0129	1.292
TAMFELT OYJ	2007	11.0316608	-5.78	18.824	-0.604	8.118	-0.0191	6.052
TANDBERG ASA	2003	112.7772154	0	584.866	26.696	238.58	-0.00042	181.226
TANDBERG ASA	2004	101.5253534	0	331.916	-37.644	32.31	0.01718	21.896
TANDBERG ASA	2005	66.4952504	0	809.766	-2.384	205.17	0.00708	138.226
TANDBERG ASA	2006	-128.4358296	0	-900.524	0.116	-238.68	-0.04352	-166.174
TANDBERG ASA	2007	-152.3619896	0	-826.024	13.216	-237.38	0.01968	-175.174
TDC A/S	2003	-910.16554	-6427.4	3354	293.6	768.6	-0.0992	-658.8
TDC A/S	2004	4285.43716	460.6	2462	-1421.4	1742.6	-0.0992	-3400.8
TDC A/S	2005	-60.94014	-7940.4	-4231	-321.4	-1112.4	0.0347	3541.2
TDC A/S	2006	-2331.10104	-7263.4	-1213	718.6	-1509.4	0.0218	2273.2
TDC A/S	2007	-983.23044	21170.6	-372	730.6	110.6	0.1419	-1754.8
TDG PLC	2003	15.847402	-0.86	37.36	-3.42	7.32	-0.10082	8.2
TDG PLC	2004	25.155982	1.04	-10.94	-2.72	7.62	-0.13892	6.4
TDG PLC	2005	-86.344818	-7.96	-18.34	6.48	-4.38	0.60508	1.5
TDG PLC	2006	28.867532	4.84	-14.44	-2.32	-3.98	-0.14802	-9.9
TDG PLC	2007	16.473902	2.94	6.36	1.98	-6.58	-0.21732	-6.2
TECHEM AG	2003	20.7118204	-6.378	-70.174	-5.08	-42.236	0.01606	-26.024
TECHEM AG	2004	3.4426184	-56.158	-45.754	-5.06	2.044	-0.01454	2.936
TECHEM AG	2005	17.3920924	-66.078	-10.974	-0.94	-1.526	0.04756	-0.784
TECHEM AG	2006	-18.5239816	11.672	45.216	-0.8	26.054	0.00986	16.986
TECHEM AG	2007	-23.0225496	116.942	81.686	11.88	15.664	-0.05894	6.886
TECHNOFAN	2003	5.0092176	-1.374	-4.99	-0.204	5.762	0.11698	3.162
